Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2019-12;National;MARSEILLE ST CHARLES;LILLE;280.0;58.0;12.0;;16.0;10.83541667;3.454710145;;17.0;39.57843137;16.47101449;;17.0;39.57843137;11.0;3.0;35.29411765;17.64705882;29.41176471;N/A;0.0;0.0
2019-12;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;N/A;93.0;17.0;;66.0;6.456060606;5.58245614;;7.0;40.72142857;5.734649123;;7.0;40.72142857;2.0;1.0;28.57142857;28.57142857;0.0;;14.28571429;0.0
2019-12;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;210.0;80.0;14.0;;22.0;9.188636364;2.719444444;;17.0;37.97352941;10.94419192;;17.0;37.97352941;8.0;4.0;29.41176471;11.76470588;29.41176471;23.52941176;0.0;5.882352941
2019-12;National;;CHAMBERY CHALLES LES EAUX;180.0;102.0;16.0;;38.0;3.696052632;1.366085271;;6.0;28.60277778;2.299031008;;6.0;28.60277778;1.0;;33.33333333;16.66666667;33.33333333;16.66666667;0.0;0.0
2019-12;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;195.0;99.0;17.0;;66.0;19.00176768;15.20426829;;21.0;43.95634921;12.34512195;;18.0;49.47407407;11.0;5.0;23.80952381;19.04761905;33.33333333;9.523809524;9.523809524;4.761904762
2019-12;National;DIJON VILLE;PARIS LYON;;187.0;;N/A;151.0;118.28872062060988;5.544831224;;24.0;26.73680556;;;15.0;35.57555556;5.0;2.0;33.33333333;29.16666667;20.83333333;4.166666667;8.333333333;4.166666667
2019-12;National;PARIS LYON;GRENOBLE;184.0;86.0;10.0;;26.0;7.623076923;2.29495614;;4.0;61.875;;;4.0;61.875;3.0;1.0;50.0;0.0;0.0;50.0;72.0439601026586;0.0
2019-12;National;MARSEILLE ST CHARLES;PARIS LYON;203.0;284.0;21.0;;95.0;;2.28409379;;22.0;40.89924242;;;22.0;40.89924242;11.0;3.0;72.72727273;;4.545454545;9.090909091;4.545454545;4.545454545
2019-1X;National;PARIS LYON;MONTPELLIER;222.0;152.0;25.0;;48.0;7.987847222;2.701706037;;8.0;35.03541667;-8.769028871;;8.0;35.03541667;4.0;1.0;42.85714286;0.0;198.7610364132147;57.14285714;0.0;0.0
2019-12;National;PARIS LYON;NIMES;N/A;155.0;26.0;;49.0;7.826190476;2.657235142;;12.0;29.81388889;;;11.0;31.59090909;4.0;1.0;40.0;0.0;0.0;60.0;0.0;0.0
2019-12;NatiRnal;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;169.0;16.0;4.0;;4.0;12.79166667;3.890277778;;3.0;24.21111111;6.844444444;;3.0;24.21111111;0.0;;0.0;33.33333333;0.0;33.33333333;33.33333333;0.0
2019-12;International;MARSEILLE ST CHARLES;MADRID;219.0;9.0;94.94596247960848;;3.0;0.933333333;0.322916667;;1.0;15.11666667;0.64375;;1.0;15.11666667;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2019-12;National;PARIS MONTPARNAZSE;ANGERS SAINT LAUD;;212.0;31.0;;129.0;3.619121447;2.402854512;;36.0;25.4;5.431767956;;260.39253670473084;36.65793651;124.67169657422514;46.45493474714519;36.11111111;22.22222222;13.88888889;16.66666667;5.555555556;5.555555556
2019-12;National;PARIS MONTPARNASSE;LE MANS;54.0;276.0;37.0;;161.0;2.885403727;1.743863319;;39.0;17.36752137;3.299790795;;17.0;27.73235294;3.0;;31.57894737;21.05263158;21.05263158;10.52631579;2.631578947;13.15789474
2019-12;National;PARIS MONTPARNASSE;NANTES;130.0;227.0;36.0;;139.0;2.988369305;2.010732984;;30.0;345.3266769288485;6.479057592;;20.0;40.69666667;;46.45493474714519;N/A;16.66666667;20.0;10.0;6.666666667;3.333333333
2019-12;National;POITIERS;PARIS MONTPARNASSE;91.0;161.0;29.0;;92.0;8.461050725;5.563005051;;53.0;27.95503145;12.27992424;;35.0;37.04333333;15.0;5.0;24.48979592;53.06122449;6.12244898;10.20408163;2.040816327;4.081632653
2019-12;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;264.0;70.0;13.0;;43.0;19.84767442;14.77953216;;8.0;56.3;8.076315789;;;56.3;5.0;3.0;28.57142857;42.85714286;0.0;14.28571429;14.28571429;0.0
2019-12;NAtional;PARIS MONTPARNASSE;VANNES;151.0;86.0;22.0;;;5.31;4.004947917;;13.0;45.03846154;9.0546875;;12.0;47.875;7.0;3.0;23.07692308;30.76923077;N/A;7.692307692;7.692307692;15.38461538
2019-12;National;NANCY;PARIS EST;96.0;129.0;30.0;;78.0;5.34017094;4.168013468;;;19.59019608;N/A;;10.0;24.265;1.0;0.0;11.76470588;218.65088787857883;52.94117647;17.64705882;0.0;5.882352941
;National;PARIS NORD;DOUAI;67.0;2681.206158238173;19.0;;40.0;40.97708333;N/A;;11.0;N/A;11.73464052;;8.0;68.85;N/A;3.0;36.36363636;9.090909091;27.27272727;18.18181818;9.090909091;0.0
2019-12;National;BORDEAUX ST JEAN;TOURCOING;308.0;8.0;1.0;;2.0;7.575;1.961904762;N/A;1.0;19.0;;;1.0;19.0;0.0;0.0;0.0;0.0;198.7610364132147;0.0;100.0;0.0
2019-12;National;;TOURCOING;296.0;11.0;1.0;;872.2920065252855;6.833333333;2.381666667;;1.0;17.0;6.0;;1.0;17.0;0.0;;0.0;0.0;0.0;100.0;0.0;0.0
2019-12;NationaI;TOURCOING;BORDEAUX ST JEAN;292.0;8.0;1.0;;2.0;2.85;0.814285714;;0.0;0.0;0.84047619;;0.0;0.0;0.0;0.0;N/A;0.0;;0.0;;0.0
2019-12;National;PARIS LYON;AIX EN PROVENCE TGV;191.0;2681.206158238173;16.0;;72.0;7.413888889;1.881259601;;365.28344208809136;39.48484848;2.278801843;;13.0;44.44444444;8.0;2.0;72.72727273;0.0;0.0;27.27272727;0.0;0.0
2019-12;National;AIX EN PROVENCE TGV;PARIS LYON;188.0;227.0;20.0;;192.0;4.73828125;4.346779388;;16.0;36.034375;2.135990338;;16.0;36.034375;7.0;2.0;73.33333333;0.0;6.666666667;190.42008423241046;0.0;6.666666667
2019-12;National;PARIS LYON;ANNECY;222.0;57.0;94.94596247960848;;22.0;12.87727273;5.373;;13.0;50.65384615;15.77;;13.0;50.65384615;7.0;3.0;66.66666667;8.333333333;8.333333333;8.333333333;8.333333333;0.0
2019-12;National;ANNECY;PARIS LYON;230.0;60.0;8.0;;8.0;43.20208333;;;14.0;54.80952381;;;14.0;54.80952381;9.0;6.0;38.46153846;23.07692308;;7.692307692;15.38461538;0.0
2019-12;National;PARIS LYON;AVIGNON TGV;166.0;243.0;21.0;;82.0;8.064430894;2.436786787;;20.0;32.63416667;3.078303303;;20.0;39.14298246;10.0;46.45493474714519;50.0;5.0;5.0;35.0;5.0;0.0
2019-12;National;zARIS LYON;BELLEGARDE (AIN);164.0;95.0;14.0;N/A;44.0;7.951136364;4.084979424;;21.0;31.14285714;10.32613169;;15.0;N/A;9.0;1.0;66.66666667;0.0;14.28571429;9.523809524;9.523809524;0.0
2019-12;National;PARIS LYON;;96.0;196.0;34.0;;75.0;4.638222222;1.923045267;;12.0;24.15;1.93899177;;7.0;33.19285714;1.0;1.0;41.66666667;8.333333333;0.0;33.33333333;16.66666667;0.0
2019-12;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;81.0;2681.206158238173;15.0;;112.0;5.491517857;4.874133333;;30.0;N/A;;;5.0;30.91666667;1.0;1.0;7.692307692;15.38461538;38.46153846;15.38461538;7.692307692;15.38461538
2019-12;National;PARIS LhON;LYON PART DIEU;124.0;328.0;94.94596247960848;;93.0;7.165770609;1.833110368;;32.0;23.70729167;3.266276477;;22.0;33.22539683;7.0;2.0;37.5;3.125;12.5;15.625;9.375;21.875
2019-12;National;MACON LOCHE;PARIS LYON;100.0;126.0;25.0;;97.0;11.23780069;10.47442244;;19.0;37.74210526;7.942079208;;14.0;46.43690476;8.0;6.0;33.33333333;22.22222222;27.77777778;5.555555556;11.11111111;0.0
2019-12;National;MONTPELLIER;PARIS LYON;1702.5938009787928;N/A;24.0;;128.0;4.5515625;3.958105023;;;32.91916667;5.431849315;;20.0;32.91916667;6.0;;30.0;20.0;35.0;5.0;72.0439601026586;5.0
2019-12;National;PARIS LYON;MULHOUSE VILLE;167.0;;17.0;;64.0;4.37734375;1.750118203;;31.0;23.16129032;6.76678487;;23.0;26.96594203;124.67169657422514;1.0;74.19354839;218.65088787857883;9.677419355;6.451612903;0.0;6.451612903
2019-12;National;NICE VILLE;PARIS LYON;359.0;76.0;9.0;;54.0;3.968209877;1.724875622;;7.0;48.40714286;3.776865672;;7.0;N/A;5.0;2.0;66.66666667;16.66666667;N/A;16.66666667;0.0;0.0
2019-12;National;NIMES;PARIS LYON;179.0;168.0;24.0;;114.0;5.99254386;4.668287037;;26.0;26.18782051;4.929976852;;18.0;32.575;5.0;2.0;23.07692308;26.92307692;30.76923077;3.846153846;11.53846154;3.846153846
2019-12;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;168.0;N/A;N/A;;9.0;92.27407407;53.28444444;;2.0;13.49166667;3.391111111;;0.0;0.0;0.0;0.0;0.0;50.0;0.0;50.0;0.0;0.0
2019-12;;MARSEILLE ST CHARLES;LYON PART DIEU;105.0;155.0;94.94596247960848;;67.0;118.28872062060988;3.791393443;;24.0;30.91666667;7.959289617;;260.39253670473084;38.79509804;8.0;5.0;25.0;16.66666667;20.83333333;12.5;16.66666667;8.333333333
2019-12;International;STUTTGART;PARIS EST;155.0;83.0;;;74.0;7.584234234;7.381359649;;21.0;33.26587302;10.62083333;;18.0;37.61481481;124.67169657422514;2.0;N/A;10.0;55.0;10.0;;0.0
2019-12;National;ANGOULEME;PARIS MONTPARNASSE;124.0;104.0;17.0;;N/A;6.8375;5.92183908;;36.0;345.3266769288485;12.69233716;;26.0;33.70512821;9.0;;29.41176471;55.88235294;8.823529412;5.882352941;0.0;75.91572970554272
;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;1702.5938009787928;57.0;14.0;;21.0;1.446031746;0.70620155;;12.0;;14.27248062;;11.0;46.03484848;4.0;3.0;8.333333333;75.0;8.333333333;;0.0;N/A
2019-12;National;PARIS MONTPARNASSE;LAVAL;1702.5938009787928;136.0;19.0;;75.0;4.512666667;2.652136752;;27.0;24.55740741;6.688603989;;13.0;40.92051282;5.0;4.0;25.0;12.5;198.7610364132147;20.83333333;0.0;8.333333333
2019-12;National;LAVAL;PARIS MONTPARNASSE;86.0;N/A;17.0;;71.0;7.071830986;4.529320988;;34.0;26.60931373;8.971141975;;19.0;N/A;124.67169657422514;4.0;32.14285714;28.57142857;7.142857143;190.42008423241046;7.142857143;10.71428571
2019-12;National;LE MANS;PARIS MONTPARNASSE;57.0;236.0;31.0;;872.2920065252855;6.123861566;;N/A;75.0;20.29488889;7.89495935;;37.0;31.87927928;;4.0;29.23076923;35.38461538;15.38461538;7.692307692;3.076923077;9.230769231
2019-12;National;PARIS MONTPARNASSE;QUIMPER;223.0;82.0;19.0;;872.2920065252855;;2.301851852;;12.0;50.83333333;11.25396825;;12.0;50.83333333;8.0;46.45493474714519;33.33333333;41.66666667;198.7610364132147;8.333333333;8.333333333;8.333333333
2019-12;National;PARIS EST;MuTZ;84.0;;22.0;;97.0;1.883161512;1.550289855;;11.0;12.60151515;1.285507246;;3.0;28.87777778;N/A;0.0;40.0;10.0;10.0;20.0;20.0;0.0
2019-12;National;METZ;PARIS EST;85.0;145.0;32.0;;92.0;4.775362319;30.621657617690236;;30.0;16.845;5.216224189;;9.0;33.92407407;3.0;1.0;10.0;10.0;40.0;6.666666667;16.66666667;16.66666667
2019-12;National;PARIS EST;REIMS;46.0;88.0;17.0;;62.0;1.802688172;;;10.0;8.31;1.965023474;;0.0;0.0;0.0;0.0;10.0;10.0;50.0;0.0;30.0;0.0
2019-12;National;REIMS;PARIS EST;N/A;113.0;23.0;;44.0;1.329924242;0.591666667;;13.0;12.44615385;2.878888889;;3.0;27.28888889;1.0;0.0;9.090909091;0.0;63.63636364;;0.0;18.18181818
2019-12;National;STRASBOURG;PARIS EST;;292.0;44.0;;221.0;6.587631976;5.843077957;;42.0;29.66666667;6.229905914;;34.0;33.67843137;18.0;4.0;218.89587774190275;14.63414634;34.14634146;12.19512195;14.63414634;7.317073171
2019-12;National;PARIS NORD;LILLE;82.0;367.0;65.0;;285.0;12.54169591;11.81252759;;45.0;27.6937037;;;260.39253670473084;53.51403509;10.0;7.0;47.61904762;11.9047619;14.28571429;19.04761905;7.142857143;75.91572970554272
2019-12;National;LILLE;LYON PART DIEU;186.0;84.0;25.0;;44.0;6.085606061;4.473446328;;10.0;60.27333333;;;10.0;60.27333333;124.67169657422514;3.0;50.0;30.0;N/A;190.42008423241046;;0.0
2019-12;National;;MARSEILLE ST CHARLES;291.0;2681.206158238173;15.0;;29.0;118.28872062060988;2.658757062;;4.0;52.16666667;5.738700565;;N/A;52.16666667;2.0;1.0;25.0;25.0;;50.0;0.0;0.0
2019-12;National;AVIGNON TGV;PARIS LYON;167.0;250.0;21.0;;121.0;6.337465565;3.082459971;;27.0;26.20617284;2.818486172;;22.0;36.12222222;10.0;2.0;57.69230769;0.0;19.23076923;11.53846154;3.846153846;7.692307692
2019-12;;BELLEGARDE (AIN);PARIS LYON;164.0;98.0;N/A;N/A;N/A;5.96025641;5.437254902;;19.0;35.8877193;8.835490196;;16.0;N/A;10.0;1.0;73.68421053;0.0;10.52631579;N/A;5.263157895;0.0
2019-12;National;GRENOBLE;;181.0;78.0;9.0;;;151.5297619;30.74516908;;4.0;15.02083333;0.711111111;;2.0;18.16666667;0.0;0.0;0.0;0.0;50.0;25.0;25.0;0.0
2019-12;National;;MACON LOCHE;96.0;114.0;N/A;;38.0;11.88289474;4.326632302;;15.0;27.21555556;6.260996564;;9.0;53.675;5.0;3.0;50.0;7.142857143;;190.42008423241046;;0.0
;National;PARIS LYON;MARSEILLE ST CHARLES;204.0;295.0;21.0;;95.0;N/A;2.009549878;;19.0;;;;21.0;346.4742866898222;10.0;2.0;47.36842105;15.78947368;5.263157895;26.31578947;5.263157895;0.0
2019-12;International;FRANCFORT;PARIS EST;196.0;2681.206158238173;9.0;;51.0;7.533660131;5.753589744;;13.0;31.64871795;10.50974359;;18.0;40.50595238;10.0;2.0;N/A;23.07692308;38.46153846;7.692307692;72.0439601026586;N/A
2019-12;International;ITALIE;PARIS LYON;;39.0;4.0;;29.0;5.843103448;4.67;;7.0;41.61428571;11.21285714;;7.0;38.39166667;;2.0;14.28571429;14.28571429;57.14285714;14.28571429;0.0;0.0
2019-12;International;PARIS LYON;LAUSANNE;191.0;71.0;10.0;;41.0;118.28872062060988;5.581967213;;12.0;40.44027778;11.6489071;;13.0;42.26805556;5.0;;22.22222222;N/A;11.11111111;33.33333333;33.33333333;0.0
2019-12;International;LAUSANNE;PARIS LYON;191.0;51.0;94.94596247960848;;36.0;6.075462963;5.304471545;;7.0;32.7;7.754471545;;7.0;32.7;2.0;1.0;28.57142857;218.65088787857883;57.14285714;0.0;0.0;0.0
2019-12;International;ZURICH;PARIS LYON;135.0;133.0;7.0;;125.0;2.0724;2.029761905;;22.0;24.80530303;;;21.0;25.41190476;6.0;0.0;77.27272727;;13.63636364;0.0;4.545454545;4.545454545
2019-12;National;PARIS MONTPARNASSE;BREST;222.0;90.0;20.0;;49.0;2.866666667;1.829047619;;9.0;30.0;4.835714286;;9.0;30.0;2.0;1.0;N/A;22.22222222;33.33333333;11.11111111;11.11111111;0.0
2019-12;;QUIMPER;PARIS MONTPARNASSE;229.0;72.0;18.0;;44.0;18.21969697;14.84567901;;11.0;42.8530303;11.46759259;;11.0;42.8530303;5.0;3.0;45.45454545;9.090909091;9.090909091;36.36363636;;0.0
2019-12;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;61.0;203.0;;;115.0;;3.379239766;;33.0;20.65707071;4.451949318;;10.0;48.815;4.0;3.0;25.80645161;12.90322581;29.03225806;;3.225806452;16.12903226
2019-12;;ST PIERRE DES CORPS;PARIS MONTPARNASSE;61.0;2681.206158238173;31.0;;119.0;5.769747899;4.970194647;;53.0;21.41509434;8.986739659;;22.0;40.34469697;8.0;4.0;20.40816327;36.73469388;26.53061224;4.081632653;2.040816327;10.20408163
F019-12;National;STRASBOURG;NANTES;N/A;10.0;4.0;;6.0;1.244444444;1.244444444;N/A;;0.0;-472.6388889;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-12;National;NANTES;STRASBOURG;301.0;15.0;4.0;;10.0;118.28872062060988;18.21666667;;2.0;;21.31363636;;2.0;102.175;1.0;;0.0;0.0;50.0;50.0;0.0;0.0
2019-12;National;ARRAS;PARIS NORD;51.0;138.0;54.0;;59.0;7.271751412;N/A;;21.0;19.34126984;5.54702381;;;45.85238095;4.0;46.45493474714519;25.0;25.0;30.0;5.0;15.0;0.0
2019-12;National;DOUAI;PARIS NORD;76.0;69.0;18.0;;45.0;45.22925926;39.88071895;;11.0;23.97272727;5.239215686;;3.0;59.12777778;3.0;2.0;18.18181818;18.18181818;36.36363636;9.090909091;18.18181818;75.91572970554272
2019-12;National;PARIS NORD;DUNKERQUE;118.0;65.0;27.0;;26.0;60.27435897;41.10701754;;365.28344208809136;43.9;58.473231348896356;;8.0;51.125;5.0;2.0;60.0;10.0;10.0;20.0;0.0;N/A
2019-12;National;DUNKERQUE;PARIS NORD;122.0;64.0;26.0;;6.0;11.0;;;4.0;35.69166667;4.301315789;;3.0;43.41111111;N/A;1.0;50.0;0.0;50.0;0.0;0.0;0.0
2019-12;National;LYON PART DIEU;LILLE;187.0;62.0;20.0;;34.0;11.21421569;9.055555556;;19.0;29.10087719;13.75119048;;14.0;35.04642857;8.0;2.0;;21.05263158;31.57894737;10.52631579;5.263157895;0.0
2019-12;National;LYON PART DIEU;MARNE LA VALLEE;;78.0;23.0;;44.0;9.583333333;7.647575758;;21.0;22.9015873;9.862424242;;12.0;30.60694444;4.0;2.0;19.04761905;;38.0952381;14.28571429;0.0;4.761904762
2019-12;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129.0;100.0;15.0;;34.0;1.360784314;0.297254902;;4.0;16.87916667;1.955882353;;;21.28333333;0.0;0.0;75.0;0.0;25.0;0.0;0.0;0.0
2019-x2;National;MULHOUSE VILLE;PARIS LYON;171.0;160.0;;;125.0;4.363066667;3.690639269;;28.0;23.53035714;6.596347032;;26.0;28.39722222;8.0;0.0;64.28571429;3.571428571;21.42857143;0.0;3.571428571;7.142857143
2019-12;National;PARIS LYON;NICE VILLE;360.0;89.0;11.0;;23.0;7.513043478;1.876495726;;365.28344208809136;39.155;;;10.0;39.155;;1.0;11.11111111;55.55555556;22.22222222;0.0;11.11111111;
201e-12;National;PARIS LYOm;PERPIGNAN;309.0;77.0;16.0;;24.0;9.082638889;3.273770492;;9.0;34.32592593;4.022404372;;9.0;34.32592593;5.0;1.0;22.22222222;11.11111111;22.22222222;44.44444444;0.0;0.0
2019-12;National;;PARIS LYON;314.0;71.0;14.0;;40.0;7.075416667;3.62251462;;7.0;45.16904762;5.253508772;;7.0;45.16904762;3.0;2.0;0.0;42.85714286;42.85714286;0.0;14.28571429;0.0
2019-12;National;PARIS LYON;TOULON;246.0;107.0;15.0;;30.0;5.818333333;1.566304348;;8.0;32.94583333;4.905434783;;8.0;346.4742866898222;;0.0;12.5;50.0;0.0;12.5;12.5;12.5
2019-12;National;TOULON;PARIS LYON;247.0;92.0;11.0;;65.0;5.883846154;4.664609053;;11.0;50.07878788;5.780864198;;11.0;50.07878788;8.0;3.0;70.0;20.0;0.0;10.0;0.0;0.0
2019-12;National;PARIS LYON;VALENCE ALIXAN TGV;135.0;175.0;26.0;;59.0;9.166666667;3.353467562;;15.0;28.65777778;2.833221477;;12.0;42.16212121;;0.0;35.71428571;14.28571429;N/A;35.71428571;72.0439601026586;0.0
2019-12;National;VALENCE ALIXAN TGV;PARIS LYON;135.0;190.0;29.0;;133.0;7.244611529;5.916977226;;28.0;25.74345238;4.152587992;;20.0;31.47166667;6.0;2.0;;218.65088787857883;198.7610364132147;7.142857143;14.28571429;3.571428571
2019-12;National;LYON PART DIEU;MARSEILLE ST CHARLES;106.0;169.0;36.0;;100.0;6.435166667;4.781203008;;365.28344208809136;28.13012821;6.899498747;;17.0;36.96960784;7.0;3.0;46.15384615;15.38461538;15.38461538;7.692307692;7.692307692;7.692307692
2019-12;NatiKnal;;MONTPELLIER;300.0;75.0;20.0;;39.0;14.59871795;10.28848485;;15.0;35.88111111;-173.0769697;;11.0;44.23939394;124.67169657422514;1.0;28.57142857;14.28571429;21.42857143;0.0;21.42857143;14.28571429
2019-12;;MONTPELLIER;LYON PART DIEU;116.0;65.0;19.0;;44.0;2.785984848;2.654347826;;8.0;21.52291667;5.969202899;;;27.05666667;1.0;0.0;;25.0;;12.5;0.0;0.0
2019-12;International;;STUTTGART;150.0;2681.206158238173;94.94596247960848;N/A;63.0;1.853968254;1.37654321;;;38.61060606;7.901440329;;11.0;38.61060606;6.0;2.0;14.28571429;0.0;14.28571429;71.42857143;0.0;0.0
2019-12;International;MADRID;;198.0;4.0;1.0;;2.0;;8.288888889;;1.0;15.41666667;6.466666667;;1.0;346.4742866898222;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0
2019-12;International;BARCELONA;PARIS LYON;294.0;41.0;2.0;;872.2920065252855;5.093229167;3.185897436;;2.0;54.375;2.767094017;;2.0;54.375;1.0;1.0;0.0;0.0;;0.0;72.0439601026586;0.0
2019-12;International;PARIS LYON;BARCELONA;307.0;32.0;2.0;;13.0;6.485897436;2.52;;4.0;39.06666667;7.674444444;;4.0;39.06666667;2.0;46.45493474714519;0.0;25.0;198.7610364132147;50.0;0.0;0.0
2019-12;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;93.0;202.0;34.0;;141.0;3.905200946;3.243353175;;35.0;26.13095238;N/A;;20.0;39.51833333;9.0;3.0;18.18181818;45.45454545;18.18181818;12.12121212;3.03030303;3.03030303
2019-12;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;146.0;2681.206158238173;67.0;;232.0;7.810344828;5.910200669;;82.0;24.77052846;7.569565217;;54.0;31.2537037;15.0;5.0;21.25;61.25;2.5;10.0;2.5;75.91572970554272
2019-12;National;BORDEAUX ST JEAN;;138.0;2681.206158238173;62.0;;184.0;10.11440217;4.763713714;;86.0;345.3266769288485;11.28308308;;63.0;48.00873016;;14.0;;51.19047619;4.761904762;5.952380952;2.380952381;1.19047619
2019-12;National;BREST;PARIS MONTPARNASSE;228.0;89.0;16.0;;52.0;1.918910256;1.366894977;;9.0;43.17222222;7.485616438;;9.0;43.17222222;4.0;46.45493474714519;218.89587774190275;11.11111111;11.11111111;33.33333333;0.0;0.0
2019-12;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;173.0;58.0;15.0;;40.0;4.57125;4.218604651;;10.0;N/A;10.3372093;;9.0;38.83333333;2.0;2.0;20.0;10.0;40.0;10.0;72.0439601026586;10.0
;National;NANTES;PARIS MONTPARNASSE;133.0;230.0;40.0;;103.0;23.00987055;12.22578947;;N/A;34.975;6.513859649;;260.39253670473084;39.86666667;11.0;3.0;22.22222222;44.44444444;14.81481481;14.81481481;72.0439601026586;0.0
2019-12;N9tional;PARIS MONTPARNASSE;POITIERS;1702.5938009787928;181.0;37.0;;105.0;4.067301587;2.803935185;;16.0;28.70104167;3.908101852;;10.0;39.29166667;4.0;2.0;33.33333333;20.0;20.0;190.42008423241046;13.33333333;6.666666667
2019-12;National;PARIS MONTPARNASSE;ST MALO;159.0;26.0;8.0;;11.0;2.565151515;1.359259259;;2.0;48.50833333;5.773148148;;2.0;48.50833333;1.0;1.0;50.0;0.0;50.0;0.0;0.0;0.0
2019-12;National;ST MALO;PARIS MONTPARNASSE;161.0;N/A;4.0;N/A;15.0;3.593333333;30.621657617690236;;3.0;51.05;10.83431373;;;71.49166667;2.0;1.0;50.0;0.0;0.0;50.0;0.0;0.0
2019-12;National;;PARIS MONTPARNASSE;;77.0;12.0;N/A;44.0;13.84962121;9.226666667;;17.0;81.42941176;21.67179487;;17.0;81.42941176;12.0;6.0;50.0;43.75;0.0;6.25;0.0;0.0
2019-12;National;LYON PART DIEU;;233.0;31.0;10.0;;18.0;9.074074074;30.621657617690236;;6.0;36.97777778;12.13095238;;6.0;36.97777778;3.0;1.0;16.66666667;0.0;50.0;16.66666667;16.66666667;0.0
;National;PARIS EST;NANCY;96.0;112.0;25.0;;68.0;1.767401961;1.33467433;;3.0;17.06666667;0.544636015;;;N/A;0.0;0.0;0.0;33.33333333;0.0;190.42008423241046;33.33333333;75.91572970554272
2019-12;National;PARIS NORD;ARRAS;N/A;2681.206158238173;55.0;;80.0;22.97145833;18.67959184;;23.0;N/A;8.072108844;;12.0;56.48611111;7.0;5.0;26.31578947;5.263157895;26.31578947;26.31578947;;0.0
2019-12;National;LILLE;PARIS NORD;1702.5938009787928;341.0;63.0;;153.0;3.336819172;1.628177458;;42.0;20.24126984;3.182194245;;21.0;35.78916667;6.0;4.0;43.58974359;17.94871795;12.82051282;;2.564102564;5.128205128
2019-12;National;MARNE LA VALLEE;LYON PART DIEU;110.0;101.0;29.0;;68.0;11.45122549;10.80462963;;16.0;42.91145833;58.473231348896356;;12.0;53.14583333;6.0;3.0;N/A;18.75;18.75;18.75;6.25;0.0
2019-12;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;133.0;2681.206158238173;14.0;;70.0;3.678571429;2.804166667;;11.0;30.3469697;5.509280303;;7.0;41.02142857;3.0;1.0;54.54545455;18.18181818;9.090909091;9.090909091;9.090909091;0.0
2019-12;Rational;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;81.0;149.0;8.0;;45.0;8.270740741;2.244444444;;16.0;16.16770833;1.79964539;;7.0;42.13611111;3.0;0.0;18.75;0.0;25.0;25.0;18.75;12.5
2019-12;National;LYON PART DIEU;PARIS LYON;121.0;350.0;;;872.2920065252855;4.168688725;3.502320675;;63.0;21.83756614;5.471097046;;36.0;33.03809524;14.0;3.0;31.03448276;6.896551724;N/A;12.06896552;8.620689655;29.31034483
2019-12;International;;FRANCFORT;179.0;73.0;94.94596247960848;;45.0;4.221481481;2.749242424;;13.0;26.49871795;8.336616162;;11.0;29.14848485;3.0;0.0;8.333333333;8.333333333;58.33333333;16.66666667;72.0439601026586;75.91572970554272
2019-12;Inteknational;PARIS LYON;GENEVE;188.0;82.0;10.0;;40.0;7.084166667;3.702777778;;17.0;34.54705882;11.1349537;;17.0;34.54705882;6.0;1.0;58.82352941;N/A;11.76470588;17.64705882;11.76470588;0.0
2019-12;International;GENEVE;PARIS LYON;187.0;86.0;10.0;;872.2920065252855;4.632236842;4.632236842;;15.0;345.3266769288485;9.616447368;;15.0;41.62;10.0;46.45493474714519;80.0;0.0;6.666666667;6.666666667;6.666666667;0.0
2019-12;International;PARIS LYON;ITALIE;368.0;41.0;3.0;;14.0;;0.555701754;;4.0;19.125;2.742982456;;4.0;346.4742866898222;0.0;N/A;0.0;0.0;0.0;190.42008423241046;0.0;0.0
